__label__noRel	More soldiers killed in June than before	It was
__label__Support	I do disagree with her judgment in many cases	I disagree with much of what she’s fighting for
__label__Support	We have to stop our companies from leaving the United States and, with it, firing all of their people	we have to stop our jobs from being stolen from us
__label__Support	which involve the highest responsibility and the toughest decisions that any president can make	I have a record of being involved in these national security issues
__label__noRel	They had thirty-five people on the list	when Gallup ran their first poll in December of 1975 they didn't put my name on the list
__label__noRel	they started with my campaign in New Hampshire	I'll continue to do them as president
__label__noRel	I believe that we have to do these things with a government that's smaller and less bureaucratic, but that we have to do them nonetheless	I think we have to look at the record
__label__Support	For example, this Congress, very shortly, will spend a billion dollars a year for its housekeeping, its salaries, its expenses and the like	The anti-Washington feeling, in my opinion, ought to be focused on the Congress of the United States
__label__noRel	That's in America's national interest	I was reminded of what that would mean if those were my kids
__label__Support	I had hoped this had been a little friendlier evening	I wanted to hitchhike a ride home in his tank with him
__label__Support	He’s 10 years old now	This is the only country he’s ever known
__label__noRel	Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks	All of these things we can do as Americans
__label__Support	I think we need to get serious about this energy crisis, both in the Congress and in the White House	I will tackle this problem and focus on new technologies that will make us less dependent on big oil or foreign oil
__label__Support	this administration turned down the "walk in the woods'' agreement first	This is the kind of leadership that we've had in this administration on the most deadly issue of our times
__label__Support	The Social Security system is in trouble	Governor Bush and I want to make absolutely certain that the first thing we do is guarantee the continuation of those payments, those benefits and keep those promises that were made
__label__Support	I have maintained from the very beginning of my campaign	I would never uh - go to war or become militarily involved, in the internal affairs of another country unless our own security was direc- rectly threatened
__label__noRel	I think the American people have to ask themselves, is the reason that Governor Romney is keeping all these plans to replace secret because they're too good?	alternatively, we can figure out, how do we make the cost of care more effective
__label__noRel	George Will said the other day, "Freedom on the march; not in Russia right now."	I think the reason that we're not saying send American troops in at this point is severalfold
__label__Support	weâ€™d better get after it, we better start exploring it	otherwise we'll be in deep trouble in the future
__label__noRel	to stop the deterioration of our job base	American Airlines, Delta -- the last few great we have
__label__Support	The wealthy have done very well	Corporate America has been rewarded
__label__noRel	we got to be more aggressive	we're going to make things better, and one of the things we're going to do is stop exporting jobs
__label__noRel	to let people save in an IRA and withdraw from it without a tax penalty for education, home buying or medical expenses	it seems to me that we ought to take that money we can save from the Department of Education, put it into opportunity scholarships
__label__Support	I think character is a very important question	I think the American people should be the judge of that
__label__Support	A free Iraq is essential for the security of this country	this is a vital mission
__label__Support	Two weeks ago, there was a meeting of the North Atlantic Council, which is the political arm of NATO	They discussed the possibility of a small training unit or having a total takeover of the training in Iraq
__label__noRel	that would have been a perfect agreement from the standpoint of the United States in Europe and our security	Very early in my administration I proposed -- and I think something that had never been proposed by any previous administration -- I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10 -- and still have -- better than a 10-to-1 advantage over the allies in Europe
__label__noRel	our principal need now is to stabilize the tax base, which is the job base, and create a growing, dynamic base	I think the General Motors thing is very relevant
__label__noRel	That is my solemn obligation	we're going to make the economic package work
__label__noRel	That is simply not true	I've seen the cost of living double in my lifetime
__label__Support	we thought that accountability and standards were the right thing to do	John and I voted for No Child Left Behind
__label__noRel	I think there's enough -- we're even looking at our tax cut proposal, our economic package	It will happen starting next January and maybe it can happen the balance of this year
__label__noRel	I think you must have some principles you believe in	any issue that comes before me
__label__noRel	there is a lot wrong with America	move them forward with the programs like those I've outlined in this campaign
__label__noRel	Pakistan is -- is technically an ally, and they're not acting very much like an ally right now	it's important for them
__label__noRel	I believe I can	in order to get something done on behalf of the people, you have to put partisanship aside
__label__Support	you better understand that you have to negotiate from a position of strength	On each one of those issues I have more experience than does the Governor of Massachusetts
__label__Support	That's what I'd like them to know about me	I've gotten up every day and worked for the American people
__label__Support	If we're saving money and managing resources better, that's a good thing	I believe that doctors should not be able to be kicked out of managed care plans just because they tell the patients what they need
__label__noRel	for us to be able to make sure that they've got that opportunity and they can walk through that door, that is vitally important not just to those kids	his running mate, Congressman Ryan, put forward a budget that reflects many of the principles that Governor Romney's talked about
__label__noRel	There will always be problems in this whole world	Until we got a Republican Congress, we finally got action
__label__Support	those liberals in that House blocked a new idea to bring jobs into the black communities across the country	it's blocked there
__label__Attack	we are now in a position where we have met many of the objectives that got us there in the first place	Part of what had happened is we'd forgotten why we had gone
__label__noRel	I strongly believe we need to keep a presence in NATO	We can work with them on security matters, for example
__label__noRel	The American people should demand that their president tell the truth	I think there is a case to be made for putting emphasis on character over these issues that we've been batting back and forth and have a life of their own
__label__Support	You voted for the war	you've not been consistent
__label__Support	John, I'm a man that's been a chief executive for ten years	I've named judges
__label__noRel	I think his liberal vision is a thing of the past	Investing in our environment
__label__noRel	We have to double the size of the Afghan army	Senator McCain, this is the guy who sang, "Bomb, bomb, bomb Iran," who called for the annihilation of North Korea
__label__noRel	I want to fight for you	for 24 years I have never been afraid to take on the big drug companies
__label__noRel	we moved rapidly	We've allocated $7 billion over the next months for reconstruction efforts
__label__noRel	we pay approximately 73 percent of the cost of NATO	we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information
__label__Support	You're going to get a repeat of the last four years	I think you know that these last four years haven't been so good as the president just described
__label__Support	We have to work much more closely with the Pakistanis	We have to do a lot of things
__label__Support	I see a man who is young	I am putting my confidence in a whole generation of people that are in their 30Ï€s and 40Ï€s
__label__noRel	We cut the cost of Medicare	My mom and I had my grandmother move in with us who was facing Alzheimer's
__label__noRel	It's incredibly hard	On one of those tapes may be the enemy being right the next time
__label__Attack	My plan to get the industry on its feet when it was in real trouble was not to start writing checks	It was President Bush that wrote the first checks
__label__noRel	So we have to do that	It's been defective for a long time, many years, but the politicians haven't done anything about it
__label__noRel	In order to keep America the strongest nation in the world, we need some continuity and some change	not just sit back and let those countries continue in turmoil
__label__noRel	I don't have a place where I can go make free TV to send to my constituents to try to brainwash them to elect me the next time	or we won't get anything done
__label__Support	those are very disturbing to the American people	They wonder how an elected representative uh - can serve them and participate in such activities uh - serving in the Congress of the United States
__label__Attack	Medicare is too important to senior citizens around this country to play the type of politics that is being played on this issue	our balanced budget plan extends the Medicare Trust Fund ten years into the future
__label__Support	To come in and to tell our farmers not to grow corn, not to grow soybeans, that's the kind of farm policy you'll get under a Dukakis administration	I think the American farmer rightfully will reject
__label__noRel	we agree with the same red line, actually, they do on chemical weapons, but not putting American troops in, other than to secure those chemical weapons	the longer this has gone on, the more people, groups like Al Qaida are going in
__label__noRel	I want to give every middle-class family a $10,000 a year tax deduction for college tuition	it's hard to make people love one another
__label__noRel	We favor enterprise zones to give a good idea	I represented my district
__label__Support	The average family in America, at median level of income, probably is spending 25 to 26 percent of their income sent to the federal government	That's more than shelter, food, clothing, and energy
__label__Support	we've addressed the imbalances	I think we're very close to getting that job done
__label__Support	we're particularly interested in making sure that we're mobilizing the moderate forces inside of Syria	What we've done is organize the international community, saying Assad has to go
__label__Attack	But I am not going to pick out one and, in advance, hypothetically say, "Oh, yes, we would send troops there	I can say there are a great many interests
__label__Support	that's why the failure of this administration to deal in an effective and a good-faith way with Mexico, with Costa Rica, with the other nations in trying to find a peaceful settlement to the dispute in Central America has undermined our capacity to effectively deal diplomatically in this area as well	We cannot solve this problem all on our own
__label__Support	all these leverage buyouts and all these terrible things that have happened to the airline industry	We've wrecked the airline industry already
__label__Support	I have never promised more than I could produce	We are at peace
__label__Support	And not only expensive for the person that has it, unbelievably expensive for our country.	Far too expensive.
__label__Support	Two of them, Rob and Reed, were paralyzed	The Nixons told this story
__label__Support	They hid it	That's wrong
__label__noRel	I just think that we ought to support the decision	I'm worried that that pill will create more abortions and cause more people to have abortions
__label__noRel	I know this is bigger than an election about the two of us as individuals	focusing on small businesses and companies that are creating jobs here in the United States
__label__Support	we also work with our NATO allies who are there strengthening us	We can start putting more troops in Afghanistan
__label__noRel	We've never let the Congress and the Foreign Relations, Senate Intelligence Committees see them	that's not leadership
__label__Support	tuitions have gone up 35 percent	This president has taken a $5. 6 trillion surplus and turned it into deficits as far as the eye can see
__label__Support	For comparable states our size, we're signing them up as fast as any other state	we care about our people in Texas
__label__Support	We know freedom is a powerful, powerful, powerful force, much bigger than the United States of America, as we saw recently in the Balkans	I think the United States must be humble and must be proud and confident of our values, but humble in how we treat nations that are figuring out how to chart their own course
__label__Support	the agenda for our people - what we must do as a society to meet our needs in this country and protect our security and help the cause of freedom.	The means are at issue.
__label__noRel	We need to demand on results	Absolutely not
__label__Support	.He never apologized to Mr. and Mrs. Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq	But he never apologizes for anything to anyone
__label__Support	Our country is founded on the principle that our government should be neutral as far as religion is concerned.	I believe very, very sincerely in the separation of church and state
__label__Support	there are limits to what we can spend	that debt is going to grow bigger and bigger and bigger
__label__noRel	Convert from 19th to 21st century capitalism	to introduce it on the first day I was inaugurated
__label__noRel	Young girls are going to school	plus $14 billion they promised in terms of direct aid
__label__Support	Intensive reading laboratories, teacher retraining	to make sure our society is as hopeful as it possibly can be, every single child in America must be educated
__label__noRel	He’s 10 years old now	that’s what you’re getting with her
__label__Support	this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest	We're getting ready to dismantle the airlines industry in our country, and none of you know it
__label__Support	in the situation right now, no one wants to say anything that would inadvertently delay, in any way, the return of those hostages if there if there is a chance that they're coming home soon, or that might cause them harm	Your question is difficult to answer
__label__noRel	August was slower than it was in July	When Mark told me this story, because, you know what, Mitt Romney doesn't tell these stories
__label__Support	I'll get our incomes up	If I become president, I'll get America working again
__label__noRel	There are many good ones	we need the tax base to pay the debt and pay down the interest on the debt and get our house back in order
__label__noRel	I believe that the right of choice is a constitutional right	The minimum wage is the lowest minimum wage value it has been in our nation in 50 years
__label__Support	we need to see that the economy of this country continues to grow	in this period of the sixties, America must move forward in every area
__label__Support	He said the reason was because there are three Soviet leaders in the past three and a half years	I went and got a computer printout
__label__noRel	I understand your frustration and your cynicism	we are not going to be able to provide the same benefit for present-day workers that we are going -- that present-day retirees have today
__label__Support	there is a hungry world	I'm not satisfied when we have over nine billion dollars worth of food - some of it rotting
__label__noRel	Is it a civil right to have the going right off the chart	Whine on harvest moon!
__label__noRel	We now have 2500 hospices	I wanted the American people to know that I was willing to give up something
__label__Support	There is a lot of blame to go around	I understand your frustration and your cynicism
__label__noRel	this taxes a million people, a million small businesses	deny those loopholes and deductions to higher-income taxpayers so that more of their income is taxed, which has a broader base of taxation so we can lower tax rates across the board
__label__Support	we met every Monday for a couple hours, talked about the issues and the challenges in the -- in the -- in our state in that case	as president, I will sit on day one -- actually, the day after I get elected -- I'll sit down with leaders -- the Democratic leaders, as well as Republican leaders, and continue -- as we did in my state
__label__noRel	gas production was down 9 percent	I'll get America and North America energy independent
__label__Support	We can go back and get the contributions from the working men and women and the individuals of America	That way, we won't have to worry about breakfast clubs, or who's the number one PAC raiser
__label__noRel	it's not something that we can address in the short term	Those lower and middle-income people that have borne the burden for a long tim
__label__noRel	A woman came to me and she said, look, I can't afford insurance for myself or my son	In fact he is on Medicare
__label__noRel	we'd be a - doing a much tougher job of auditing, to try to get rid of some of these kickbacks to consultants on military contracts, to be much more aggressive on that	we were finally able to put that into effect and we saved over a quarter of a billion dollars this year
__label__noRel	very carefully considered to stimulate jobs	nine million new jobs in the last three and a half years
__label__noRel	I am the change	Yes, it's a tough problem as Mr. Bush says
__label__Support	I think what you have to do is work with the government	work with that government to achieve a pluralistic society
__label__Support	we can target things easier and move more quickly	we need to be lighter and quicker and more facile and highly trained
__label__noRel	the bipartisanship is what he voted for, the automatic cuts in defense if they didn't act	I understand you guys aren't used to doing bipartisan deals
__label__Support	We are playing the leadership role	we were able to immediately stop the massacre there
__label__Support	the rate of inflation going down	The United States is leading the free world out of the recession that was serious a year, year and a half ago
__label__Attack	With respect to the question of RU-486, we believe that That really was a question of whether or not it was safe to be used by women	Even Bill Clinton has advocated reducing abortion to make it as rare as possible
__label__Support	I see on the TV screens how hard it is	I understand how hard it is
__label__noRel	He'll tell you he's raised the money, and he has	he didn't put in what he promised
__label__noRel	under this administration, spending has increased more than it has in the last 20 years	We've cut it in half
__label__Support	Now we've got three of them	The American people are up to here with debates
__label__Support	If you take a patient into the hospital that's bleeding arterially, step one is to stop the bleeding	Our challenge is to stop the financial bleeding
__label__Support	everybody's getting a fair share	everybody's doing a fair share
__label__noRel	This is at the EPA. Where we enter into a bargain with businesses	we believe very deeply that it's about our children and our future
__label__Support	if you're talking about protecting the taxpayer against his friends in the US Congress, go back to what it was like when you had a Democratic president and a Democratic Congress	The misery index -- unemployment and inflation added together -- it was invented by the Democrats -- went right through the roof
__label__noRel	we've got to deal with cost	he has as a model for doing that a board of people at the government, an unelected board, appointed board, who are going to decide what kind of treatment you ought to have
__label__Support	no lifetime limits, which is a big deal if you have serious health problems	women can’t be charged more than men for our health insurance, which is the way it used to be before the Affordable Care Act
__label__noRel	I'm a son of Detroit	it's worse last year than the year before
__label__Support	Thousands of jobs leaving Michigan, leaving Ohio	You see that, their small car division leaving
__label__noRel	I've picked cabinets	I set high standards
__label__noRel	then he goes to the NEA teachers union and says, sorry, I'm not for choice in education because you won't let me be for choice in education	you've got it wrong
__label__Support	the President vetoed it both times	We passed an area redevelopment bill far more effective than the bill the Administration suggested, on two occasions
__label__Support	Their kids were hit in a car crash, four of them	The Nixons told this story
__label__Support	We have record numbers of new small businesses	I think it's clear that we're better off than we were four years ago
__label__noRel	When you get on an airplane, your bag is X- rayed, but the cargo hold isn't X-rayed	The best way to defend America in this world we live in is to stay on the offense
__label__Support	we ought to support housing legislation which this Administration has opposed	I didn't say we had the worst slums in the world
__label__noRel	It's in a suitcase	They are -- the conspicuousness of their presence is only matched by our absence
__label__noRel	everybody in San Diego knows we strengthened control of the border	so don't smoke, don't drink, don't use drugs
__label__noRel	we said it at the time -- that we had to confront Saddam Hussein	They voted for it; now they're opposed to it
__label__noRel	Well, at least I have a plan to fight ISIS	When they sell into us, there's no tax
__label__Attack	It's illegal right now and has been for years for illegal immigrants to get welfare benefits	I don't think we ought to be giving welfare payments to illegal immigrants
__label__Support	they've educated more than 20,000 of those students, loaned out over a hundred million dollars	Now they have
__label__Attack	I think the United States must be humble and must be proud and confident of our values, but humble in how we treat nations that are figuring out how to chart their own course	I think that in the aftermath of the Cold War, it's time for us to do something very similar
__label__noRel	we took 22,000 people out	We want to make sure that the Taliban does not come back in and give Al Qaida a safe haven
__label__noRel	the nuclear capability has been searched by the United Nations, and there hasn't been one single scintilla of evidence that there's any US technology involved in it	Ambassador Glaspie did a lot of talking right after July 25
__label__Support	it includes everything within the range of taxation	I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully
__label__Support	we know he's dropping mustard gas on his own people	In 1988 when the war between Iraq and Iran ended, we knew Saddam Hussein was a tyrant, we had dealt with him because he was against Iran
__label__noRel	Where the Soviet Union has acted irresponsibly, as they have in many of those countries	they sure better not try to change ours
__label__noRel	Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend	One, more economic development
__label__Attack	I'll give you an example. He talks about all the jobs he's created in one or 2 years	in almost every category they're lagging
__label__noRel	there are two ways of dealing with our health care crisis	we did work on this, alongside working on jobs
__label__Support	I think if we had stuck by that position last winter, we would have been in a better position in May	I believe the next president in January and February should go to work in building the strength of the United States
__label__noRel	the United States must have a strong diplomatic hand with our friends in NATO	The Russians have a lot of sway in that part of the world
__label__Support	There are a lot of areas around the country where Governor Bush and I support restraint	what we're looking for with respect to environmental policy and energy policy is balance
__label__Support	The same is true of highways.	I think we find that America has been moving ahead.
__label__Support	There were several off-the-subject quaffers in that litany	we ought to at least get the facts out here on the table so we can know where to go from here
__label__Support	I think we ought to push to do it	I think we should try to raise the fuel efficiency
__label__Support	We're not going to have a draft	We're not going to have a draft so long as I am the president
__label__noRel	I do think that he inappropriately drew a comparison between what was happening there and what had happened during the civil rights movement	Bill Ayers is a professor of education in Chicago
__label__Support	I have been in charge of this reinventing government streamlining project that's reduced the size of government by more than 300,000 people in the last several years	I want a smaller and smarter government
__label__noRel	I strongly support new accountability	Two is to say if you want to access reading money, you can do so
__label__noRel	The presidents would -- president would prefer raising taxes	if you take such an unbalanced approach, then that means you are going to be gutting our investments in schools and education
__label__Support	Aimed at a partnership for a new generation of vehicles with the American automobile industry	we would be further along in the implementation of that long-term strategy aimed at developing cleaner sources of energy
__label__Support	if we're serious about reducing the deficit, if this is genuinely a moral obligation to the next generation, then in addition to some tough spending cuts	what I've said is, your first $250,000.00 worth of income, no change
__label__noRel	Governor Romney actually wants to expand those tax breaks	Regulations have quadrupled
__label__noRel	in terms of forcing troop withdrawals on a timetable that wasn't necessarily in our best interest or fit our nation's strategy	there's a lot of work left to be done
__label__Attack	you'd look at cutting the education budget by up to 20 percent	it wasn't very detailed
__label__noRel	before this fight is over we're going to come up with a better bill, a more effective bill that does not undermine the liberties of our people	this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration
__label__noRel	they're now back in helping with elections	My opponent at one time said, "Well, get me elected, I'll have them out of there in six months."
__label__noRel	I just think, Jim, that this is an absolutely unique period in world history	there's a general agreement in many parts of the world now that there ought to be changes in the IMF
__label__noRel	It's a fairly rural state	I don't think the American people believe in quotas
__label__Support	beef up our security and procedures	I gave them three instructions
__label__noRel	We canceled the B - 1 under the previous administration	we know every day whether they're living up to it
__label__Support	We have got to deal with long-term care	That is a national outrage
__label__Support	It can be a single-parent family. Those mothers need help	That will help strengthen the American family
__label__Support	I think it is respecting life to do it in an ethical way	I think it is respecting life to reach for that cure
__label__Support	It's important for NATO to be strong and confident and to help keep the peace in Europe	The administration deserves credit for having made it work
__label__Support	we have to	when I am president, I'm going to do it
__label__noRel	I strongly support	They were going up
__label__Support	if we make imprudent cuts	we risk the peace
__label__Support	We have a government that doesn't work	We've got to turn this thing around
__label__noRel	hat would add $5 trillion to the debt	I know how to really work to get new jobs and to get exports that helped to create more new jobs
__label__noRel	he is the person who raised taxes on the middle class after saying he wouldn't	You don't have to go back to Herbert Hoover
__label__noRel	Get this deficit and debt under control to prevent a debt crisis	$1.7 -- $1.6 trillion in wealth lost in equity in your homes, in retirement accounts for the middle class
__label__Support	I believe that you will find that the president, if it were a Republican, as it would be in my case, would be able to get his program through that Congress.	a president will be able to lead - a president will be able to get his program through - to the effect that he has the support of the country, the support of the people.
__label__noRel	I strongly support new investments in clean coal technology	My plan has not only a short-term component, but also a long-term component
__label__noRel	it wasn't me that turned it down, the Soviet Union disavowed it	that would have been a perfect agreement from the standpoint of the United States in Europe and our security
__label__Support	Four years ago you said in your first year you would file legislation	my view is that this president should have honored his promise to do as he said
__label__Support	they're making significant progress	We're standing up Afghan security forces so they can take on responsibility for their own security
__label__Attack	if Mr. Carter alleges that His Holiness by signing that has done it, he is totally inaccurate	I can't under any circumstances believe that the - His Holiness, the Pope would agree by signing that agreement that the thirty-five nations have turned over to the Warsaw Pact nations the domination of the - Eastern Europe
__label__noRel	there were more Americans killed last year than the year before	when Iraq if free, America will be more secure
__label__noRel	We have done some work in terms of securing potential targets	Obviously, we've poured billions of dollars into airport security
__label__noRel	I don't think there is a necessity to put our military in Syria at this stage	As you hear from intelligence sources even today, the -- the insurgents are highly disparate
__label__Support	He's a sponsor of terrorism	Then Iran keeps their greatest ally in the region
__label__Support	to be accurate, I had 49 percent; President Ford, 39 percent	that's not exactly an accurate description of what happened
__label__Support	what have I - going to do with my life	it's not whether you're an average study, it's what are you going to do with your life
__label__noRel	They have a VAT tax	When they sell in—automatic, 16 percent, approximately
__label__Support	They put a plan out	They put out a plan, a bipartisan plan
__label__Attack	This economy is not growing fast enough	We've had the creation of more new small businesses in the last four years in each of the last three years than in any other year in all of American history
__label__Support	He says you can't spend the same dollar twice	their own chief actuary at Medicare backs this up
__label__noRel	There are 3.5 million more women living in poverty today than when the president took office	middle-income taxpayers have been buried over the past four years
__label__noRel	while the President is negotiating with the Soviet Union	most Democrats did
__label__noRel	One is it designates a number of banks as too big to fail, and they're effectively guaranteed by the federal government	it's understood to be a voucher program
__label__noRel	I have, obviously, supported those efforts that the United States had to go in militarily	if we have Osama bin Laden in our sights and the Pakistani government is unable or unwilling to take them out, then I think that we have to act and we will take them out
__label__noRel	I'll get America and North America energy independent	We have increased oil production to the highest levels in 16 years
__label__noRel	new breakthroughs in atomic energy technology there's some indications that by the time the next president's term of office has come to an end, there may be ten, fifteen, or twenty countries with an atomic capacity, perhaps that many testing bombs with all the effect that it could have on the atmosphere and with all the chances that more and more countries will have an atomic capacity, with more and more chance of war	There may be testing in outer space
__label__noRel	The president just said that government-run health care results in poor quality	Our health-care system is the envy of the world
__label__noRel	We would have more likely taken into accounts the recommendations from our commanders, General Petraeus, Admiral Mullen, on troop levels throughout this year's fighting season	Not in the east
__label__noRel	I don't think he was misleading when he said that it was right to disarm Iraq in the spring of 2003	I understand what the president is talking about
__label__Support	they have said that they want to see Israel wiped off the map	for them to be able to provide nuclear technology to non-state actors, that's unacceptable
__label__noRel	I think it is a mistake for us to do what this Administration did when all those kids went out there carrying the Statue of Liberty in Tiananmen Square	The second biggest surplus next to Japan
__label__Support	helping people refinance their—their debt from college at a lower rate	Those are the kinds of things that will really boost the economy
__label__Support	economic growth means strength and vitality;	I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world.
__label__noRel	No HMO or insurance company can take those choices away from you	There are a lot of young workers at our rallies we go to that when they hear I'll trust them at their option to be able to manage, under certain guidelines, some of their own money to get a better rate of return so that they'll have a retirement plan in the future, they begin to nod their heads and they want a different attitude in Washington
__label__Support	I've already taken the pledge on cutting the deficit in half	I take the pledge
__label__Support	You don't muddle through stamping out the Taliban	it is not true you have consistently been concerned about what happened in Afghanistan
__label__Support	I believe that Assad must go	I believe he will go
__label__noRel	I know exactly what we need to do in Iraq	Mr. Putin now controls all the television stations
__label__noRel	Why shouldn't you get what you want, as opposed to what some lobbyist cuts a deal, writes a little piece in the law and he goes through	if those Mom and Pop stores all get together and pool, they too can bring the cost of insurance down
__label__noRel	My plan has five basic parts	Middle- income Americans have seen their income come down by $4,300
__label__noRel	But for those countries -- North Korea, also, under Kim Jong-il -- we have got to make sure that we're putting the economic sanctions on these countries and that we have friends and allies supporting us in this	It's got to be a commitment of the United States of America, though
__label__Support	Russia is a country in transition	Vladimir is going to have to make some hard choices
__label__noRel	We need to make sure that education in either one of our agendas, I think, absolute top of the line	John McCain said exactly what Dick Cheney said, go back and look at Barack Obama's statements and mine
__label__noRel	You yourself said, Mr. Vice President, a month ago, that if we had provided the kind of economic aid five years ago that we are now providing we might never have had Castro	We quarantined Mr. Arbenz
__label__Attack	this is not the kind of policy you want to have	don't forget, you put $90 billion, like 50 years' worth of breaks, into -- into solar and wind, to Solyndra and Fisker and Tester and Ener1
__label__Attack	it's not whether you're an average study, it's what are you going to do with your life	I have never professed to be anything but an average student
__label__Support	it does say insurance companies can't jerk you around	They can't impose arbitrary lifetime limits
__label__Support	which is a tremendous increase over last year and a substantial increase over the earlier part of this year	based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built
__label__noRel	I still think it can be	We don't have modernization now
__label__noRel	then, all of a sudden, this summer he says, oh, I'm not for a pay or play	You said: we're for it as long as it's voluntary
__label__noRel	We can do better than that in this country	It'll provide prescription drug benefits to 40 million senior citizens
__label__Support	The plan says there will be elections in January	there will be
__label__noRel	in the middle of the Civil War, Abraham Lincoln said, let's help to finance the Transcontinental Railroad, let's start the National Academy of Sciences, let's start land grant colleges, because we want to give these gateways of opportunity for all Americans	we need to have leadership -- leadership in Washington that will actually bring people together and get the job done and could not care less if -- if it's a Republican or a Democrat
__label__noRel	that's already the law	Social Security is structurally sound
__label__noRel	I'd make sure that Ahmadinejad is indicted under the Genocide Convention	it is crippling their economy
__label__Support	I certainly didn't feel I should commit American troops to throw him out of where he had gone	that was the only way to do that
__label__Attack	I don't think so	We have a good, stable economic policy
__label__Support	We have a big program in my state that teaches mothers or fathers to teach their kids to get ready for school	Including the parents in the preschool education of their kids, even if they're poor and uneducated, can make a huge difference
__label__noRel	We need to be doing more in education, not less	So we always had a rule, we divided by six
__label__Support	It's almost like going back to the Malthusian theory, when even then they were saying that everyone would starve with the limited population they had then	the population explosion, if you look at the actual figures, has been vastly exaggerated -- over exaggerated
__label__Support	One-third of our public schools are failing under this administration	we have a clear plan to improve our public schools that starts with getting our best teachers into the schools where we need them the most by creating incentives for them to go there
__label__noRel	when Governor Clinton was talking to the auto workers, whether he talked about his and Senator Gore's favoring CAFE standards, fuel efficiency standards, of 40 miles per gallon	You can't do it as president
__label__Support	We had Saddam Hussein trapped	he made the misjudgment of saying to America that he was going to build a true alliance, that he would exhaust the remedies of the United Nations and go through the inspections
__label__noRel	It hasn't destroyed jobs	It's going to have to be tweaked the way it was by Ronald Reagan and Speaker -- Democratic Speaker Tip O'Neill
__label__noRel	we were going after big corporations	we're going to make the economic package work
__label__Attack	don't always believe what you see on television	60 Minutes and Nightline and the nation's newspapers have investigated this very carefully
__label__noRel	What he was doing was learning math on television	to use the power of the United States to aggressively go after the terrorists wherever we find them and also to hold to account states that sponsor terror
__label__noRel	the greatest failure we've had with regards to -- to gun violence in some respects is what -- what is known as Fast and Furious	We, of course, don't want to have automatic weapons
__label__Support	calling it conservative won't make it right	It was wrong for the country
__label__noRel	Basically, they get deductions that those small businesses that Governor Romney refers to, they don't get	The first two weeks she's got them, some of them sitting on the floor until finally they get reassigned
__label__Support	is to give them a chance to defend their country	The best way to take the pressure off our troops is to succeed in Iraq
__label__noRel	How are we going to pay for an extra $100 billion of the taxpayers' money for this?	You said: we're for it so long as it's voluntary
__label__Support	They stand for a whole different approach to the problems facing this country at home and abroad	That's the importance of party
__label__Attack	He feels that we're moving ahead	I believe that our power and prestige in the last eight years has declined
__label__noRel	I don't think there is even a race between the two	the president shouldn't have any comment at all
__label__Attack	Where we're not making the progress, Sander, is in we're making it in teenagers	I do believe that there's some fairly good news out there
__label__noRel	So there are a lot of good things in this bill we should have done	In Northern Ireland, in the Middle East we are better off than we were four years ago
__label__noRel	it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care	He said he was going to lower tax rates
__label__Support	The force must be strong enough so that the mission can be accomplished	the exit strategy needs to be well-defined
__label__Attack	I don't	It would ruin the quality of health care in America
__label__noRel	It seems to totally belie the claim that I heard President Carter make a few days ago, that he was the first President that had come forth with a real urban strategy to meet the problems of urban America	New York is being taxed for money that will then go to Detroit
__label__Support	or if you're paying $10,000, whatever it is, $1000, check it off and make the government, make it lower the deficit by that amount	I think it's good
__label__noRel	Whether or not you have the capacity to convince people to follow	We have too much polling and focus groups going on in Washington today
__label__noRel	It is not the President's position	there are nine empowerment zones, a few little tinkering with tax credits around the country for inner cities
__label__Support	This deal is terribly destructive to the US airline industry	We're getting ready to dismantle the airlines industry in our country, and none of you know it
__label__Support	the escalating costs top any other budget danger in the -- on the horizon, I think.	we don't administer it very well
__label__Support	That's wrong	John Kerry and I are always going to stand with the Valerie Lakeys of the world, and not with the insurance companies
__label__Support	I wanna see our nation - return to a posture and an image and a standard to make us proud once again	We ought to be a beacon for nations who search for peace and who search for freedom, who search for individual liberty, who search for basic human rights
__label__noRel	No, I don't	They're tolerant people
__label__noRel	this has cost us deeply in the world	Prime Minister Allawi was here. He is the leader of that country. He's a brave, brave man. When he came, after giving a speech to the Congress, my opponent questioned his credibility
__label__noRel	If we had done what Senator Obama wanted done in Iraq then we would have had a wider war, we would have been back, Iranian influence would have increased, al Qaeda would have re- established a base	we have moral issues at stake
__label__Support	we've got to give some trust and confidence back to America	until we stabilize home values in America, we're never going to start turning around and creating jobs and fixing our economy
